env_raw,pos_raw,r_idx,th_idx,ph_idx
39207,554465,67,87,33
39170,570210,69,77,34
39248,570338,69,79,34
39189,570402,69,80,34
39280,593406,72,55,62
39275,593407,72,55,63
39348,593470,72,56,62
39389,593471,72,56,63
39439,593534,72,57,62
39436,593535,72,57,63
39207,593597,72,58,61
39631,593598,72,58,62
39631,593599,72,58,63
39202,593661,72,59,61
39745,593662,72,59,62
39748,593663,72,59,63
39215,593664,72,60,0
39398,593725,72,60,61
40010,593726,72,60,62
39917,593727,72,60,63
39246,593728,72,61,0
39437,593789,72,61,61
40116,593790,72,61,62
40068,593791,72,61,63
39269,593792,72,62,0
39376,593853,72,62,61
40075,593854,72,62,62
39889,593855,72,62,63
39209,593856,72,63,0
39606,593917,72,63,61
40263,593918,72,63,62
40073,593919,72,63,63
39335,593920,72,64,0
39646,593981,72,64,61
40422,593982,72,64,62
40188,593983,72,64,63
39420,593984,72,65,0
39545,594045,72,65,61
40308,594046,72,65,62
40211,594047,72,65,63
39327,594048,72,66,0
39622,594109,72,66,61
40202,594110,72,66,62
40121,594111,72,66,63
39307,594112,72,67,0
39699,594173,72,67,61
40263,594174,72,67,62
40066,594175,72,67,63
39252,594176,72,68,0
39853,594237,72,68,61
40493,594238,72,68,62
40261,594239,72,68,63
39308,594240,72,69,0
39715,594301,72,69,61
40442,594302,72,69,62
40294,594303,72,69,63
39354,594304,72,70,0
39613,594365,72,70,61
40319,594366,72,70,62
40250,594367,72,70,63
39249,594368,72,71,0
39760,594429,72,71,61
40312,594430,72,71,62
40011,594431,72,71,63
39595,594493,72,72,61
40332,594494,72,72,62
40117,594495,72,72,63
39558,594557,72,73,61
40230,594558,72,73,62
40024,594559,72,73,63
39445,594621,72,74,61
39969,594622,72,74,62
39792,594623,72,74,63
39583,594685,72,75,61
40056,594686,72,75,62
39576,594687,72,75,63
39479,594749,72,76,61
40013,594750,72,76,62
39716,594751,72,76,63
39216,594813,72,77,61
39887,594814,72,77,62
39563,594815,72,77,63
39273,594877,72,78,61
39588,594878,72,78,62
39515,594879,72,78,63
39239,594914,72,79,34
39543,594942,72,79,62
39387,595006,72,80,62
39186,595007,72,80,63
39200,595070,72,81,62
39214,602302,73,66,62
39170,602303,73,66,63
39192,602366,73,67,62
39253,602494,73,69,62
39276,602558,73,70,62
39244,602559,73,70,63
39188,602622,73,71,62
39184,602750,73,73,62
39211,618686,75,66,62
39348,618750,75,67,62
39362,618814,75,68,62
39274,618878,75,69,62
39320,618942,75,70,62
39401,619006,75,71,62
39408,619070,75,72,62
39261,619134,75,73,62
39247,619198,75,74,62
39341,619262,75,75,62
39290,619326,75,76,62
39193,918240,112,11,32
39174,918241,112,11,33
39276,918303,112,12,31
39310,918304,112,12,32
39214,918305,112,12,33
39201,918306,112,12,34
39213,918307,112,12,35
39183,918308,112,12,36
39186,918365,112,13,29
39339,918366,112,13,30
39336,918367,112,13,31
39387,918368,112,13,32
39393,918369,112,13,33
39263,918370,112,13,34
39266,918371,112,13,35
39190,918428,112,14,28
39309,918429,112,14,29
39372,918430,112,14,30
39471,918431,112,14,31
39555,918432,112,14,32
39500,918433,112,14,33
39417,918434,112,14,34
39342,918435,112,14,35
39265,918436,112,14,36
39169,918437,112,14,37
39194,918492,112,15,28
39382,918493,112,15,29
39512,918494,112,15,30
39524,918495,112,15,31
39592,918496,112,15,32
39600,918497,112,15,33
39570,918498,112,15,34
39442,918499,112,15,35
39321,918500,112,15,36
39199,918501,112,15,37
39303,918556,112,16,28
39458,918557,112,16,29
39585,918558,112,16,30
39687,918559,112,16,31
39710,918560,112,16,32
39717,918561,112,16,33
39647,918562,112,16,34
39568,918563,112,16,35
39406,918564,112,16,36
39316,918565,112,16,37
39258,918620,112,17,28
39458,918621,112,17,29
39667,918622,112,17,30
39754,918623,112,17,31
39784,918624,112,17,32
39776,918625,112,17,33
39737,918626,112,17,34
39607,918627,112,17,35
39496,918628,112,17,36
39320,918629,112,17,37
39348,918684,112,18,28
39497,918685,112,18,29
39706,918686,112,18,30
39791,918687,112,18,31
39802,918688,112,18,32
39822,918689,112,18,33
39753,918690,112,18,34
39660,918691,112,18,35
39487,918692,112,18,36
39401,918693,112,18,37
39324,918748,112,19,28
39480,918749,112,19,29
39661,918750,112,19,30
39748,918751,112,19,31
39817,918752,112,19,32
39862,918753,112,19,33
39771,918754,112,19,34
39658,918755,112,19,35
39563,918756,112,19,36
39345,918757,112,19,37
39323,918812,112,20,28
39462,918813,112,20,29
39621,918814,112,20,30
39738,918815,112,20,31
39828,918816,112,20,32
39803,918817,112,20,33
39765,918818,112,20,34
39639,918819,112,20,35
39465,918820,112,20,36
39313,918821,112,20,37
39174,918876,112,21,28
39353,918877,112,21,29
39660,918878,112,21,30
39731,918879,112,21,31
39792,918880,112,21,32
39805,918881,112,21,33
39751,918882,112,21,34
39628,918883,112,21,35
39481,918884,112,21,36
39339,918885,112,21,37
39192,918940,112,22,28
39400,918941,112,22,29
39545,918942,112,22,30
39681,918943,112,22,31
39744,918944,112,22,32
39688,918945,112,22,33
39695,918946,112,22,34
39534,918947,112,22,35
39409,918948,112,22,36
39251,919004,112,23,28
39449,919005,112,23,29
39593,919006,112,23,30
39661,919007,112,23,31
39677,919008,112,23,32
39637,919009,112,23,33
39599,919010,112,23,34
39487,919011,112,23,35
39263,919012,112,23,36
39309,919068,112,24,28
39526,919069,112,24,29
39644,919070,112,24,30
39690,919071,112,24,31
39732,919072,112,24,32
39683,919073,112,24,33
39585,919074,112,24,34
39427,919075,112,24,35
39249,919076,112,24,36
39287,919132,112,25,28
39499,919133,112,25,29
39654,919134,112,25,30
39776,919135,112,25,31
39796,919136,112,25,32
39748,919137,112,25,33
39637,919138,112,25,34
39417,919139,112,25,35
39230,919140,112,25,36
39269,919196,112,26,28
39505,919197,112,26,29
39692,919198,112,26,30
39805,919199,112,26,31
39829,919200,112,26,32
39740,919201,112,26,33
39667,919202,112,26,34
39428,919203,112,26,35
39197,919204,112,26,36
39226,919260,112,27,28
39475,919261,112,27,29
39687,919262,112,27,30
39768,919263,112,27,31
39742,919264,112,27,32
39734,919265,112,27,33
39571,919266,112,27,34
39421,919267,112,27,35
39227,919268,112,27,36
39410,919325,112,28,29
39626,919326,112,28,30
39640,919327,112,28,31
39700,919328,112,28,32
39661,919329,112,28,33
39611,919330,112,28,34
39399,919331,112,28,35
39324,919389,112,29,29
39500,919390,112,29,30
39654,919391,112,29,31
39645,919392,112,29,32
39610,919393,112,29,33
39496,919394,112,29,34
39256,919395,112,29,35
39183,919453,112,30,29
39375,919454,112,30,30
39521,919455,112,30,31
39467,919456,112,30,32
39447,919457,112,30,33
39332,919458,112,30,34
39192,919459,112,30,35
39285,919518,112,31,30
39311,919519,112,31,31
39375,919520,112,31,32
39309,919521,112,31,33
39199,919522,112,31,34
39209,919582,112,32,30
39289,919583,112,32,31
39251,919584,112,32,32
39184,919646,112,33,30
39232,919647,112,33,31
39181,919648,112,33,32
39207,919649,112,33,33
39183,927328,113,25,32
39168,927392,113,26,32
