env_raw,pos_raw,r_idx,th_idx,ph_idx
39781,538081,65,87,33
39376,538082,65,87,34
39672,538145,65,88,33
39303,538146,65,88,34
39323,538208,65,89,32
39769,538209,65,89,33
39321,538210,65,89,34
39293,538272,65,90,32
39918,538273,65,90,33
39488,538274,65,90,34
39209,538336,65,91,32
39946,538337,65,91,33
39448,538338,65,91,34
39336,538400,65,92,32
39809,538401,65,92,33
39433,538402,65,92,34
39267,538464,65,93,32
39957,538465,65,93,33
39519,538466,65,93,34
39926,538529,65,94,33
39513,538530,65,94,34
39206,538592,65,95,32
39723,538593,65,95,33
39373,538594,65,95,34
39198,538656,65,96,32
39853,538657,65,96,33
39473,538658,65,96,34
39877,538721,65,97,33
39433,538722,65,97,34
39655,538785,65,98,33
39290,538786,65,98,34
39671,538849,65,99,33
39295,538850,65,99,34
39648,538913,65,100,33
39277,538914,65,100,34
39321,538977,65,101,33
39463,539041,65,102,33
39390,539105,65,103,33
39171,539233,65,105,33
39250,545346,66,73,2
39249,545410,66,74,2
39229,545474,66,75,2
39181,545538,66,76,2
39199,545601,66,77,1
39358,545602,66,77,2
39261,545633,66,77,33
39207,545665,66,78,1
39383,545666,66,78,2
39375,545697,66,78,33
39203,545729,66,79,1
39339,545730,66,79,2
39512,545761,66,79,33
39224,545762,66,79,34
39355,545794,66,80,2
39650,545825,66,80,33
39361,545826,66,80,34
39171,545857,66,81,1
39365,545858,66,81,2
39895,545889,66,81,33
39585,545890,66,81,34
39253,545922,66,82,2
39213,545952,66,82,32
40086,545953,66,82,33
39761,545954,66,82,34
39323,546016,66,83,32
40173,546017,66,83,33
39578,546018,66,83,34
39497,546080,66,84,32
40180,546081,66,84,33
39988,546082,66,84,34
39519,546144,66,85,32
40544,546145,66,85,33
40128,546146,66,85,34
39456,546208,66,86,32
40367,546209,66,86,33
40053,546210,66,86,34
39599,546272,66,87,32
40420,546273,66,87,33
40169,546274,66,87,34
39853,546336,66,88,32
40762,546337,66,88,33
40200,546338,66,88,34
39592,546400,66,89,32
40606,546401,66,89,33
40079,546402,66,89,34
39765,546464,66,90,32
40686,546465,66,90,33
40208,546466,66,90,34
39890,546528,66,91,32
40723,546529,66,91,33
40345,546530,66,91,34
39739,546592,66,92,32
40492,546593,66,92,33
40056,546594,66,92,34
39933,546656,66,93,32
40781,546657,66,93,33
40228,546658,66,93,34
39820,546720,66,94,32
40758,546721,66,94,33
40287,546722,66,94,34
39763,546784,66,95,32
40583,546785,66,95,33
39989,546786,66,95,34
39842,546848,66,96,32
40687,546849,66,96,33
40120,546850,66,96,34
39637,546912,66,97,32
40595,546913,66,97,33
40041,546914,66,97,34
39625,546976,66,98,32
40257,546977,66,98,33
39735,546978,66,98,34
39519,547040,66,99,32
40396,547041,66,99,33
39871,547042,66,99,34
39331,547104,66,100,32
40278,547105,66,100,33
39648,547106,66,100,34
39375,547168,66,101,32
39988,547169,66,101,33
39429,547170,66,101,34
39178,547232,66,102,32
40081,547233,66,102,33
39373,547234,66,102,34
39646,547297,66,103,33
39600,547361,66,104,33
39529,547425,66,105,33
39264,547489,66,106,33
39257,547553,66,107,33
39202,548431,66,121,15
39358,548559,66,123,15
39415,548687,66,125,15
39220,548751,66,126,15
39476,548815,66,127,15
39232,554401,67,86,33
39180,554402,67,86,34
39228,554465,67,87,33
39212,554466,67,87,34
39336,554529,67,88,33
39222,554530,67,88,34
39496,554593,67,89,33
39398,554594,67,89,34
39600,554657,67,90,33
39418,554658,67,90,34
39439,554721,67,91,33
39405,554722,67,91,34
39620,554785,67,92,33
39419,554786,67,92,34
39726,554849,67,93,33
39600,554850,67,93,34
39640,554913,67,94,33
39537,554914,67,94,34
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39714,554976,67,95,32
39722,554977,67,95,33
39576,554978,67,95,34
39738,555041,67,96,33
39621,555042,67,96,34
39562,555105,67,97,33
39390,555106,67,97,34
39543,555169,67,98,33
39383,555170,67,98,34
39666,555233,67,99,33
39396,555234,67,99,34
39392,555297,67,100,33
39248,555298,67,100,34
39462,555361,67,101,33
39320,555362,67,101,34
39405,555425,67,102,33
39205,555426,67,102,34
39178,555489,67,103,33
39244,555553,67,104,33
39199,555617,67,105,33
39303,562465,68,84,33
39202,562466,68,84,34
39376,562529,68,85,33
39222,562530,68,85,34
39262,562593,68,86,33
39498,562657,68,87,33
39383,562658,68,87,34
39610,562721,68,88,33
39422,562722,68,88,34
39499,562785,68,89,33
39387,562786,68,89,34
39729,562849,68,90,33
39476,562850,68,90,34
39676,562913,68,91,33
39531,562914,68,91,34
39554,562977,68,92,33
39400,562978,68,92,34
39705,563041,68,93,33
39490,563042,68,93,34
39650,563105,68,94,33
39547,563106,68,94,34
39555,563169,68,95,33
39432,563170,68,95,34
39672,563233,68,96,33
39492,563234,68,96,34
39661,563297,68,97,33
39483,563298,68,97,34
39421,563361,68,98,33
39366,563362,68,98,34
39508,563425,68,99,33
39341,563426,68,99,34
39431,563489,68,100,33
39375,563490,68,100,34
39230,563553,68,101,33
39255,563554,68,101,34
39344,563617,68,102,33
39247,563618,68,102,34
39259,588192,71,102,32
39282,593662,72,59,62
39173,593725,72,60,61
39427,593726,72,60,62
39307,593789,72,61,61
39529,593790,72,61,62
39342,593853,72,62,61
39603,593854,72,62,62
39496,593917,72,63,61
39787,593918,72,63,62
39290,593919,72,63,63
39611,593981,72,64,61
39931,593982,72,64,62
39327,593983,72,64,63
39565,594045,72,65,61
39896,594046,72,65,62
39305,594047,72,65,63
39552,594109,72,66,61
39738,594110,72,66,62
39179,594111,72,66,63
39688,594173,72,67,61
39889,594174,72,67,62
39462,594175,72,67,63
39835,594237,72,68,61
40069,594238,72,68,62
39525,594239,72,68,63
39776,594301,72,69,61
40001,594302,72,69,62
39575,594303,72,69,63
39611,594365,72,70,61
40010,594366,72,70,62
39532,594367,72,70,63
39733,594429,72,71,61
39988,594430,72,71,62
39449,594431,72,71,63
39712,594493,72,72,61
40056,594494,72,72,62
39526,594495,72,72,63
39762,594557,72,73,61
39990,594558,72,73,62
39414,594559,72,73,63
39416,594621,72,74,61
39743,594622,72,74,62
39563,594685,72,75,61
39744,594686,72,75,62
39592,594749,72,76,61
39739,594750,72,76,62
39220,594751,72,76,63
39443,594813,72,77,61
39695,594814,72,77,62
39296,594877,72,78,61
39443,594878,72,78,62
39245,594941,72,79,61
39359,594942,72,79,62
39194,595006,72,80,62
39248,618494,75,63,62
39227,618558,75,64,62
39238,618750,75,67,62
39287,618814,75,68,62
39272,618878,75,69,62
39166,618942,75,70,62
39228,619070,75,72,62
39171,619134,75,73,62
39180,619874,75,85,34
39228,634430,77,56,62
39310,634431,77,56,63
39352,634494,77,57,62
39466,634495,77,57,63
39282,634558,77,58,62
39470,634559,77,58,63
39350,634622,77,59,62
39247,634623,77,59,63
39367,634686,77,60,62
39312,634687,77,60,63
39332,634750,77,61,62
39381,634751,77,61,63
39331,634814,77,62,62
39447,634815,77,62,63
39430,634878,77,63,62
39439,634879,77,63,63
39166,634880,77,64,0
39258,634942,77,64,62
39541,634943,77,64,63
39435,635007,77,65,63
39216,635040,77,66,32
39253,635041,77,66,33
39374,635071,77,66,63
39284,635104,77,67,32
39407,635105,77,67,33
39198,635134,77,67,62
39300,635135,77,67,63
39401,635168,77,68,32
39659,635169,77,68,33
39225,635170,77,68,34
39404,635199,77,68,63
39557,635232,77,69,32
39622,635233,77,69,33
39445,635234,77,69,34
39336,635263,77,69,63
39666,635296,77,70,32
39922,635297,77,70,33
39430,635298,77,70,34
39847,635360,77,71,32
40198,635361,77,71,33
39739,635362,77,71,34
39823,635424,77,72,32
40437,635425,77,72,33
40067,635426,77,72,34
39723,635488,77,73,32
40439,635489,77,73,33
40149,635490,77,73,34
40044,635552,77,74,32
40500,635553,77,74,33
40239,635554,77,74,34
40226,635616,77,75,32
40933,635617,77,75,33
40600,635618,77,75,34
39330,635619,77,75,35
40207,635680,77,76,32
41006,635681,77,76,33
40769,635682,77,76,34
39514,635683,77,76,35
40098,635744,77,77,32
40989,635745,77,77,33
40995,635746,77,77,34
39715,635747,77,77,35
40402,635808,77,78,32
41092,635809,77,78,33
40903,635810,77,78,34
39636,635811,77,78,35
40356,635872,77,79,32
41265,635873,77,79,33
41116,635874,77,79,34
39843,635875,77,79,35
40381,635936,77,80,32
41246,635937,77,80,33
41204,635938,77,80,34
40024,635939,77,80,35
40276,636000,77,81,32
41129,636001,77,81,33
41186,636002,77,81,34
40057,636003,77,81,35
40393,636064,77,82,32
41281,636065,77,82,33
41212,636066,77,82,34
39992,636067,77,82,35
40617,636128,77,83,32
41358,636129,77,83,33
41329,636130,77,83,34
40199,636131,77,83,35
40296,636192,77,84,32
41278,636193,77,84,33
41381,636194,77,84,34
40383,636195,77,84,35
40321,636256,77,85,32
41251,636257,77,85,33
41301,636258,77,85,34
40309,636259,77,85,35
40358,636320,77,86,32
41360,636321,77,86,33
41397,636322,77,86,34
40432,636323,77,86,35
40253,636384,77,87,32
41252,636385,77,87,33
41374,636386,77,87,34
40414,636387,77,87,35
39941,636448,77,88,32
41114,636449,77,88,33
41170,636450,77,88,34
40232,636451,77,88,35
40099,636512,77,89,32
41209,636513,77,89,33
41314,636514,77,89,34
40193,636515,77,89,35
40076,636576,77,90,32
41238,636577,77,90,33
41357,636578,77,90,34
40471,636579,77,90,35
39194,636616,77,91,8
39793,636640,77,91,32
41076,636641,77,91,33
41188,636642,77,91,34
40226,636643,77,91,35
39815,636704,77,92,32
41100,636705,77,92,33
41190,636706,77,92,34
40169,636707,77,92,35
39619,636768,77,93,32
41079,636769,77,93,33
41215,636770,77,93,34
40053,636771,77,93,35
39307,636808,77,94,8
39340,636832,77,94,32
40812,636833,77,94,33
41033,636834,77,94,34
40111,636835,77,94,35
39220,636872,77,95,8
39275,636896,77,95,32
40967,636897,77,95,33
41039,636898,77,95,34
39770,636899,77,95,35
39323,636936,77,96,8
39274,636960,77,96,32
40860,636961,77,96,33
41047,636962,77,96,34
39669,636963,77,96,35
39191,637000,77,97,8
39166,637024,77,97,32
40448,637025,77,97,33
40717,637026,77,97,34
39607,637027,77,97,35
40423,637089,77,98,33
40797,637090,77,98,34
39449,637091,77,98,35
39234,637128,77,99,8
40124,637153,77,99,33
40620,637154,77,99,34
39362,637155,77,99,35
39181,637192,77,100,8
39952,637217,77,100,33
40167,637218,77,100,34
39235,637256,77,101,8
39910,637281,77,101,33
40238,637282,77,101,34
39285,637320,77,102,8
39179,637321,77,102,9
39720,637345,77,102,33
40045,637346,77,102,34
39595,637409,77,103,33
39831,637410,77,103,34
39347,637473,77,104,33
39704,637474,77,104,34
39229,637538,77,105,34
39339,637602,77,106,34
39212,637666,77,107,34
39166,638155,77,115,11
39327,638283,77,117,11
39369,638347,77,118,11
39387,638411,77,119,11
39184,638452,77,119,52
39549,638475,77,120,11
39253,638539,77,121,11
39535,638603,77,122,11
39413,638667,77,123,11
39675,638731,77,124,11
39499,638795,77,125,11
39558,638859,77,126,11
39462,638923,77,127,11
39316,643617,78,72,33
39213,643680,78,73,32
39544,643681,78,73,33
39186,643682,78,73,34
39281,643744,78,74,32
39775,643745,78,74,33
39483,643746,78,74,34
39281,643808,78,75,32
39892,643809,78,75,33
39467,643810,78,75,34
39563,643872,78,76,32
40015,643873,78,76,33
39651,643874,78,76,34
39745,643936,78,77,32
40357,643937,78,77,33
40101,643938,78,77,34
39880,644000,78,78,32
40502,644001,78,78,33
40325,644002,78,78,34
39751,644064,78,79,32
40650,644065,78,79,33
40266,644066,78,79,34
40119,644128,78,80,32
40906,644129,78,80,33
40573,644130,78,80,34
40063,644192,78,81,32
40981,644193,78,81,33
40778,644194,78,81,34
39251,644195,78,81,35
40113,644256,78,82,32
40991,644257,78,82,33
40740,644258,78,82,34
39191,644259,78,82,35
40214,644320,78,83,32
41012,644321,78,83,33
40725,644322,78,83,34
39294,644323,78,83,35
40392,644384,78,84,32
41130,644385,78,84,33
41013,644386,78,84,34
39481,644387,78,84,35
40456,644448,78,85,32
41188,644449,78,85,33
41081,644450,78,85,34
39583,644451,78,85,35
40215,644512,78,86,32
41132,644513,78,86,33
41033,644514,78,86,34
39589,644515,78,86,35
40460,644576,78,87,32
41185,644577,78,87,33
41095,644578,78,87,34
39700,644579,78,87,35
40402,644640,78,88,32
41204,644641,78,88,33
41126,644642,78,88,34
39702,644643,78,88,35
40166,644704,78,89,32
41015,644705,78,89,33
40933,644706,78,89,34
39561,644707,78,89,35
40344,644768,78,90,32
41165,644769,78,90,33
41089,644770,78,90,34
39683,644771,78,90,35
40328,644832,78,91,32
41136,644833,78,91,33
41067,644834,78,91,34
39622,644835,78,91,35
40194,644896,78,92,32
41015,644897,78,92,33
40925,644898,78,92,34
39486,644899,78,92,35
40190,644960,78,93,32
41133,644961,78,93,33
41056,644962,78,93,34
39490,644963,78,93,35
40114,645024,78,94,32
41069,645025,78,94,33
40917,645026,78,94,34
39628,645027,78,94,35
39826,645088,78,95,32
40861,645089,78,95,33
40697,645090,78,95,34
39238,645091,78,95,35
39930,645152,78,96,32
41026,645153,78,96,33
40838,645154,78,96,34
39330,645155,78,96,35
39880,645216,78,97,32
40737,645217,78,97,33
40671,645218,78,97,34
39275,645219,78,97,35
39622,645280,78,98,32
40597,645281,78,98,33
40591,645282,78,98,34
39625,645344,78,99,32
40504,645345,78,99,33
40527,645346,78,99,34
39442,645408,78,100,32
40234,645409,78,100,33
40112,645410,78,100,34
39269,645472,78,101,32
40166,645473,78,101,33
40080,645474,78,101,34
39320,645536,78,102,32
40078,645537,78,102,33
39922,645538,78,102,34
39825,645601,78,103,33
39805,645602,78,103,34
39300,645642,78,104,10
39800,645665,78,104,33
39771,645666,78,104,34
39463,645729,78,105,33
39438,645730,78,105,34
39315,645770,78,106,10
39432,645793,78,106,33
39341,645794,78,106,34
39245,645834,78,107,10
39380,645857,78,107,33
39255,645858,78,107,34
39266,645898,78,108,10
39378,645962,78,109,10
39220,645963,78,109,11
39225,646026,78,110,10
39375,646027,78,110,11
39288,646090,78,111,10
39358,646091,78,111,11
39288,646154,78,112,10
39570,646155,78,112,11
39237,646218,78,113,10
39404,646219,78,113,11
39297,646282,78,114,10
39549,646283,78,114,11
39595,646347,78,115,11
39209,646410,78,116,10
39551,646411,78,116,11
39196,646474,78,117,10
39727,646475,78,117,11
39661,646539,78,118,11
39732,646603,78,119,11
39648,646667,78,120,11
39541,646731,78,121,11
39746,646795,78,122,11
39567,646859,78,123,11
39864,646923,78,124,11
39681,646987,78,125,11
39603,647051,78,126,11
39683,647115,78,127,11
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39178,651872,79,73,32
39689,652256,79,79,32
40173,652257,79,79,33
39280,652258,79,79,34
39166,652448,79,82,32
39424,652767,79,87,31
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40351,652768,79,87,32
40223,652769,79,87,33
40045,652770,79,87,34
39734,652834,79,88,34
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39362,652895,79,89,31
39619,652896,79,89,32
39175,652959,79,90,31
40183,652960,79,90,32
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40473,652961,79,90,33
40074,652962,79,90,34
39166,652963,79,90,35
39649,653024,79,91,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
39998,653088,79,92,32
40028,653089,79,92,33
39953,653152,79,93,32
40293,653153,79,93,33
39495,653154,79,93,34
39938,653216,79,94,32
40079,653217,79,94,33
39217,653218,79,94,34
39249,653282,79,95,34
39173,653346,79,96,34
39179,667199,81,56,63
39185,667262,81,57,62
39305,667263,81,57,63
39260,667326,81,58,62
39264,667327,81,58,63
39291,667390,81,59,62
39296,667391,81,59,63
39358,667454,81,60,62
39369,667455,81,60,63
39202,667518,81,61,62
39290,667519,81,61,63
39243,667582,81,62,62
39347,667583,81,62,63
39410,667646,81,63,62
39491,667647,81,63,63
39347,667710,81,64,62
39435,667711,81,64,63
39170,667712,81,65,0
39261,667774,81,65,62
39436,667775,81,65,63
39329,667839,81,66,63
39211,667840,81,67,0
39286,667903,81,67,63
39166,667904,81,68,0
39251,667967,81,68,63
39185,668031,81,69,63
39261,668032,81,70,0
39348,668065,81,70,33
39255,668095,81,70,63
39394,668129,81,71,33
39324,668130,81,71,34
39215,668159,81,71,63
39225,668160,81,72,0
39502,668193,81,72,33
39586,668194,81,72,34
39695,668257,81,73,33
39567,668258,81,73,34
39997,668321,81,74,33
39971,668322,81,74,34
40122,668385,81,75,33
40157,668386,81,75,34
39200,668387,81,75,35
39166,668448,81,76,32
40055,668449,81,76,33
40325,668450,81,76,34
39283,668451,81,76,35
39378,668512,81,77,32
40331,668513,81,77,33
40267,668514,81,77,34
39360,668515,81,77,35
39447,668576,81,78,32
40630,668577,81,78,33
40625,668578,81,78,34
39466,668579,81,78,35
39432,668640,81,79,32
40760,668641,81,79,33
40963,668642,81,79,34
39781,668643,81,79,35
39535,668704,81,80,32
40722,668705,81,80,33
40777,668706,81,80,34
39810,668707,81,80,35
39623,668768,81,81,32
40977,668769,81,81,33
41011,668770,81,81,34
39836,668771,81,81,35
39510,668832,81,82,32
41036,668833,81,82,33
41149,668834,81,82,34
40179,668835,81,82,35
39460,668896,81,83,32
40740,668897,81,83,33
41106,668898,81,83,34
40171,668899,81,83,35
39775,668960,81,84,32
41017,668961,81,84,33
41073,668962,81,84,34
39978,668963,81,84,35
39727,669024,81,85,32
41193,669025,81,85,33
41233,669026,81,85,34
40213,669027,81,85,35
39588,669088,81,86,32
41113,669089,81,86,33
41226,669090,81,86,34
40234,669091,81,86,35
39701,669152,81,87,32
41117,669153,81,87,33
41226,669154,81,87,34
40207,669155,81,87,35
39775,669216,81,88,32
41195,669217,81,88,33
41343,669218,81,88,34
40262,669219,81,88,35
39660,669280,81,89,32
41136,669281,81,89,33
41268,669282,81,89,34
40180,669283,81,89,35
39611,669344,81,90,32
41032,669345,81,90,33
41124,669346,81,90,34
40093,669347,81,90,35
39777,669408,81,91,32
41161,669409,81,91,33
41214,669410,81,91,34
40060,669411,81,91,35
39504,669472,81,92,32
41067,669473,81,92,33
41216,669474,81,92,34
40200,669475,81,92,35
39539,669536,81,93,32
41026,669537,81,93,33
41150,669538,81,93,34
39915,669539,81,93,35
39590,669600,81,94,32
41083,669601,81,94,33
41194,669602,81,94,34
39979,669603,81,94,35
39434,669664,81,95,32
40948,669665,81,95,33
41084,669666,81,95,34
39878,669667,81,95,35
39245,669728,81,96,32
40715,669729,81,96,33
40932,669730,81,96,34
39582,669731,81,96,35
39259,669792,81,97,32
40749,669793,81,97,33
41007,669794,81,97,34
39535,669795,81,97,35
39201,669832,81,98,8
40616,669857,81,98,33
40762,669858,81,98,34
39453,669859,81,98,35
40423,669921,81,99,33
40638,669922,81,99,34
39209,669923,81,99,35
40273,669985,81,100,33
40459,669986,81,100,34
39316,669987,81,100,35
39279,670024,81,101,8
39989,670049,81,101,33
40178,670050,81,101,34
39230,670087,81,102,7
40101,670113,81,102,33
40178,670114,81,102,34
39827,670177,81,103,33
39963,670178,81,103,34
39517,670241,81,104,33
39636,670242,81,104,34
39546,670305,81,105,33
39616,670306,81,105,34
39370,670370,81,106,34
39169,675237,82,54,37
39216,675301,82,55,37
39250,675365,82,56,37
39304,675493,82,58,37
39287,675557,82,59,37
39205,675621,82,60,37
39224,675878,82,64,38
39260,676321,82,71,33
39512,676385,82,72,33
39497,676449,82,73,33
39308,676450,82,73,34
39258,676512,82,74,32
39863,676513,82,74,33
39642,676514,82,74,34
39346,676576,82,75,32
40132,676577,82,75,33
39892,676578,82,75,34
39332,676640,82,76,32
40230,676641,82,76,33
40197,676642,82,76,34
39603,676704,82,77,32
40250,676705,82,77,33
40200,676706,82,77,34
39747,676768,82,78,32
40627,676769,82,78,33
40358,676770,82,78,34
39192,676771,82,78,35
39753,676832,82,79,32
40918,676833,82,79,33
40888,676834,82,79,34
39487,676835,82,79,35
39896,676896,82,80,32
40856,676897,82,80,33
40851,676898,82,80,34
39632,676899,82,80,35
40042,676960,82,81,32
41007,676961,82,81,33
40882,676962,82,81,34
39733,676963,82,81,35
40018,677024,82,82,32
41163,677025,82,82,33
41092,677026,82,82,34
39976,677027,82,82,35
39984,677088,82,83,32
41102,677089,82,83,33
41174,677090,82,83,34
40099,677091,82,83,35
40014,677152,82,84,32
41054,677153,82,84,33
41090,677154,82,84,34
40082,677155,82,84,35
40290,677216,82,85,32
41337,677217,82,85,33
41194,677218,82,85,34
39935,677219,82,85,35
40280,677280,82,86,32
41307,677281,82,86,33
41237,677282,82,86,34
40141,677283,82,86,35
40275,677344,82,87,32
41176,677345,82,87,33
41210,677346,82,87,34
40248,677347,82,87,35
40182,677408,82,88,32
41315,677409,82,88,33
41334,677410,82,88,34
40060,677411,82,88,35
40383,677472,82,89,32
41330,677473,82,89,33
41356,677474,82,89,34
40258,677475,82,89,35
39975,677536,82,90,32
41161,677537,82,90,33
41231,677538,82,90,34
40167,677539,82,90,35
39208,677576,82,91,8
40230,677600,82,91,32
41221,677601,82,91,33
41176,677602,82,91,34
39898,677603,82,91,35
40370,677664,82,92,32
41304,677665,82,92,33
41251,677666,82,92,34
40090,677667,82,92,35
40026,677728,82,93,32
41107,677729,82,93,33
41219,677730,82,93,34
39999,677731,82,93,35
39254,677768,82,94,8
40130,677792,82,94,32
41222,677793,82,94,33
41168,677794,82,94,34
39717,677795,82,94,35
39168,677832,82,95,8
40255,677856,82,95,32
41117,677857,82,95,33
41103,677858,82,95,34
39831,677859,82,95,35
39408,677896,82,96,8
39175,677897,82,96,9
39845,677920,82,96,32
40841,677921,82,96,33
40836,677922,82,96,34
39654,677923,82,96,35
39287,677960,82,97,8
39294,677961,82,97,9
39868,677984,82,97,32
40969,677985,82,97,33
40926,677986,82,97,34
39380,677987,82,97,35
39341,678024,82,98,8
39305,678025,82,98,9
39821,678048,82,98,32
40948,678049,82,98,33
40875,678050,82,98,34
39434,678051,82,98,35
39540,678088,82,99,8
39227,678089,82,99,9
39497,678112,82,99,32
